G 23 1305674514438 1 128 6 7463 17615005 20867659 78512 72626 27846 78958 72808 28154 80275 68784 26803 80668 68910 27002
G 23 1305674776582 0 67827 66869 367510224 9170885 25207726 75894 74020 25996 79129 78771 28160 80351 74681 26012 82418 78957 27945
G 23 1305674776582 1 2017 148 162789 8391361 14574330 78587 75714 26042 80627 78771 27905 79918 75702 26046 81352 78957 27905
G 23 1305675300870 0 2551 198 557219 17330057 51652521 75750 81042 25553 78415 84228 27035 80873 80385 25621 83018 84177 26727
G 23 1305675300870 1 2883 340 632141 9313305 30417882 77448 81042 25555 80586 84311 27035 78065 80385 25613 82121 84355 26979
G 23 1305675563014 0 386 54 89525 8605310 37800114 77474 88456 27552 79470 90657 28170 79585 86622 25444 83552 90204 26598
G 23 1305675563014 1 914 0 0 8395457 15681437 76944 86712 25571 79470 91317 28170 77893 86447 25550 81073 90502 28165
G 23 1305675563014 2 6807 0 0 8388630 14800609 77428 87516 25470 79470 91224 28170 77867 86447 25372 82009 90657 28170
G 23 1305675825158 0 690 0 0 8395454 27918629 77291 90255 25343 79561 92395 28170 79419 89459 25163 82613 93780 28289
G 23 1305675825158 1 89 0 0 8433946 18976197 78046 90049 25154 81303 93813 28163 78304 88767 25154 82493 93823 28282
G 23 1305675825158 2 9548 0 0 8389070 22377683 77045 90119 25101 81635 95315 28176 77976 89002 25120 83150 94588 28289
G 23 1374394253318 0 4892 4892 33037945 33663462 41156489 80372 74711 27281 80621 75904 27945 86346 76228 27424 86609 76530 28125
G 23 1374394515462 0 241 0 0 9583069 12702363 81188 78811 26916 81213 78957 26951 84112 79175 25957 84188 80630 25982
G 23 1374394515462 1 52 3 3100 8471956 13386896 81803 76801 26032 82121 80439 26727 82073 77039 25990 82666 80424 26727
G 23 1374395039750 1 754 58 67158 11479011 44740206 82341 86623 25685 85337 93003 28272 83539 86626 26583 86847 91985 28282
G 23 1443113467910 0 1 0 0 11324038 11324038 87407 69426 26349 87407 69426 26349 90614 70409 26619 90614 70409 26619
G 23 1443113467910 1 2 0 0 8931896 9195091 87916 68826 26342 87943 68861 26343 90025 70977 26689 90025 70977 26689
G 23 1443113730054 0 1 0 0 13012650 13012650 86834 76335 27941 86834 76335 27941 89338 74150 26538 89338 74150 26538
G 23 1443113730054 1 241 1 1000 8469546 11127731 86296 73333 26505 86834 76427 28076 86449 73365 26361 88886 76370 28125
G 23 1443114778630 0 846 0 0 8394854 34228654 84450 91056 25397 89074 94870 28358 87879 89269 25426 92702 94795 28421
G 23 1443114778630 1 1094 0 0 8391590 19656665 85157 89066 25356 89833 95657 28380 86065 89007 25372 91173 95787 28453
G 23 1443114778630 2 6286 0 0 8388940 16808667 84959 89066 25334 89703 95327 28453 86126 89072 25382 91253 95327 28453
G 24 1030796869638 1 4 0 0 17232505 17703875 63566 76157 28525 63582 76208 28525 64121 79192 25693 64151 79269 25698
G 24 1168235298822 0 163 0 0 16811741 50674753 66753 63743 24956 69930 69776 28357 71040 64646 25775 73402 70387 27801
G 24 1168235298822 1 540 0 0 16965442 49342074 67659 63320 24978 71604 69241 27989 69687 62800 25188 72990 69241 28114
G 24 1168235823110 0 2358 1167 1417403 16781706 24530097 70866 73819 26294 71771 75649 28258 75423 74167 26415 75805 74495 28170
G 24 1168236609542 0 1789 1789 3837584 38752469 57730454 70049 87474 26232 70695 89609 27977 76386 86345 26680 77389 91051 28170
